n_instances,confidence_level,condition_number_mean,condition_number_std,condition_number_ci95_low,condition_number_ci95_high,rmse_mean,rmse_std,rmse_ci95_low,rmse_ci95_high,relative_solution_error_mean,relative_solution_error_std,relative_solution_error_ci95_low,relative_solution_error_ci95_high,normalized_residual_mean,normalized_residual_std,normalized_residual_ci95_low,normalized_residual_ci95_high,predicted_rhs_filter_relative_error_mean,predicted_rhs_filter_relative_error_std,predicted_rhs_filter_relative_error_ci95_low,predicted_rhs_filter_relative_error_ci95_high
20,0.95,60.73751784962118,102.77413942432203,12.63773999162904,108.83729570761332,0.0067666711147754575,0.007924897942473379,0.0030577047082903366,0.01047563752126058,0.00643467977028937,0.0021936596892163387,0.00540801543295348,0.00746134410762526,0.0053178843560864825,0.002333989777706849,0.0042255435156828515,0.0064102251964901135,0.0064346797701979016,0.0021936596893297727,0.005408015432808923,0.00746134410758688
