problem,mu,tau,feasible,no_aliasing,min_abs_tau_lambda,max_abs_tau_lambda,C_phys,C_bin,rotation_valid,max_grid_distance,operator_absolute_filter_error,operator_relative_filter_error,rhs_relative_filter_error,cost_proxy,target_met,selected,rejection_reason,parameter_selection_method
harmonic_oscillator,2000,2144.4138048118975,True,True,1.1025564922886388,357.744683577944,,,True,0.4999491964807703,136.14306279319385,0.06999834520085191,0.015435517555094405,8415602000,False,False,,exact_spectral_benchmark_oracle
harmonic_oscillator,2000,2240.7225553698404,True,True,1.1520739118993473,373.81151891393483,,,True,0.4999158090970184,156.636912778333,0.08053531679765946,0.012694399964546885,8415602000,False,False,,exact_spectral_benchmark_oracle
harmonic_oscillator,2000,2341.356672334782,True,True,1.2038152310218306,390.5999392505251,,,True,0.4956137741379507,149.31337263125647,0.07676989768052023,0.0228837141138554,8415602000,False,False,,exact_spectral_benchmark_oracle
harmonic_oscillator,2000,2446.5104142184978,True,True,1.2578803282256346,408.1423520221713,,,True,0.49673389448763317,150.22540092487702,0.09236725065389573,0.035891232528837975,8415602000,False,False,,exact_spectral_benchmark_oracle
harmonic_oscillator,2000,2556.386763965765,True,True,1.3143735677724921,426.47262012846323,,,True,0.49369550550303387,198.53538179672478,0.12207101636064399,0.04583022705048956,8415602000,False,False,,exact_spectral_benchmark_oracle
harmonic_oscillator,2000,2671.197820781361,True,True,1.3734040010752933,445.6261273011833,,,True,0.4999483934483173,222.25312586115115,0.1366540548977775,0.0511349816407447,8415602000,False,False,,exact_spectral_benchmark_oracle
harmonic_oscillator,2000,2791.165209554595,True,True,1.4350855772048814,465.63984640709884,,,True,0.4506632375374977,215.188853660718,0.13231053245079105,0.049944204903241196,8415602000,False,False,,exact_spectral_benchmark_oracle
harmonic_oscillator,2000,2916.520508671681,True,True,1.499537362851006,486.5524108183292,,,True,0.49953736285100603,176.54155414200432,0.10854794117285971,0.041729872542885016,8415602000,False,False,,exact_spectral_benchmark_oracle
harmonic_oscillator,2000,3047.5056970418077,True,True,1.5668837721620585,508.40418898806485,,,True,0.49076261540369615,234.14857457861626,0.12038815945060999,0.029666744839817443,8415602000,False,False,,exact_spectral_benchmark_oracle
harmonic_oscillator,2000,3184.373621199783,True,True,1.6372548069072306,531.2373623755864,,,True,0.49806229458033613,264.9220666928402,0.13621043845515446,0.01879211013570927,8415602000,False,False,,exact_spectral_benchmark_oracle
harmonic_oscillator,2000,3327.3884833869465,True,True,1.710786307424713,555.096006871012,,,True,0.4809182849407989,259.22801873663775,0.13328282740945685,0.01839477550856348,8415602000,False,False,,exact_spectral_benchmark_oracle
harmonic_oscillator,2000,3476.82635155251,True,True,1.7876202148403426,580.0261778769487,,,True,0.4938413234962127,215.57329327638422,0.11083762543058662,0.02264523120449151,8415602000,False,False,,exact_spectral_benchmark_oracle
harmonic_oscillator,2000,3632.975692259784,True,True,1.867904845062865,606.0759992112822,,,True,0.4995126552211957,140.64933358917915,0.07231525722173882,0.02200917144936258,8415602000,False,False,,exact_spectral_benchmark_oracle
harmonic_oscillator,2000,3796.1379275260365,True,True,1.9517951750847393,633.2957560027265,,,True,0.4979785597412416,50.28368079600432,0.030917310383532293,0.012679514031484969,8415602000,False,False,,exact_spectral_benchmark_oracle
harmonic_oscillator,2000,3966.6280166708093,True,True,2.039453142141115,661.7379917584427,,,True,0.4893025751491109,35.79249527761203,0.02178673849783408,0.0064608908480197486,8415602000,True,True,,exact_spectral_benchmark_oracle
harmonic_oscillator,2000,4144.775064295886,True,True,2.1310479563044713,691.4576097911053,,,True,0.4953912508566418,92.64220187344608,0.04920271504213092,0.01956997691512924,8415602000,False,False,,exact_spectral_benchmark_oracle
harmonic_oscillator,2000,4330.92295557057,True,True,2.226756427118361,722.5119792012129,,,True,0.4916334195587524,118.34024731600789,0.07276241713442222,0.02767948569638993,8415602000,False,False,,exact_spectral_benchmark_oracle
harmonic_oscillator,2000,4525.431020048501,True,True,2.326763304900726,754.9610456192121,,,True,0.49277345274532536,108.06347891509131,0.06644366653062661,0.02532902874379287,8415602000,False,False,,exact_spectral_benchmark_oracle
harmonic_oscillator,2000,4728.674725297479,True,True,2.4312616373756546,788.8674469212139,,,True,0.49633699181578095,52.09986953616908,0.03203400808954471,0.012089246545134576,8415602000,False,False,,exact_spectral_benchmark_oracle
harmonic_oscillator,2000,4941.046401681218,True,True,2.5404531423219923,824.2966341416733,,,True,0.499417140437707,90.7253940050457,0.04664672086667632,0.007488200631593224,8415602000,True,False,,exact_spectral_benchmark_oracle
harmonic_oscillator,2000,5162.955999692075,True,True,2.654548596958134,861.3169978164289,,,True,0.4937468565678955,140.0102814060051,0.0719866867136173,0.017106589226696698,8415602000,False,False,,exact_spectral_benchmark_oracle
harmonic_oscillator,2000,5394.831881296744,True,True,2.7737682448146748,900.0,,,True,0.4990375759452945,132.15869503961403,0.06794977112223088,0.014258601771887076,8415602000,False,False,,exact_spectral_benchmark_oracle
harmonic_oscillator,4096,972.4734377830458,False,True,0.5,162.23417397658835,,,True,0.5,1576.5145564793568,0.8105694691637786,0.26663299912933025,70420566016,False,False,zero_bin_separation,exact_spectral_benchmark_oracle
harmonic_oscillator,4096,1034.999305967027,True,True,0.5321478539951291,172.66513505262782,,,True,0.48720245459111666,1494.3405374644883,0.7683194622113003,0.24211180074456484,70420566016,False,False,,exact_spectral_benchmark_oracle
harmonic_oscillator,4096,1101.5453191136032,True,True,0.5663626770232426,183.76676215607011,,,True,0.49738011799985316,1397.4202548741755,0.7184876216567332,0.21428850976647423,70420566016,False,False,,exact_spectral_benchmark_oracle
harmonic_oscillator,4096,1172.3699552893677,True,True,0.6027773663217102,195.5821762339721,,,True,0.4916505671546396,1284.5759893738295,0.6604684197350861,0.18331395601411238,70420566016,False,False,,exact_spectral_benchmark_oracle
