n_c,mu,tau,instance_count,rmse_mean,rmse_sample_std,rmse_standard_error,rmse_confidence_interval_95_low,rmse_confidence_interval_95_high,relative_solution_error_mean,normalized_residual_mean,no_aliasing_fraction,mean_grid_distance,max_grid_distance,confidence_interval_method,evaluation_method
7,128,1000.0,20,8.484231831194254,6.623504461232898,1.481060622458988,5.38433632235065,11.584127340037858,13.343191067359772,35.38332092772318,0.0,0.24033032074460312,0.4988774413390331,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
7,128,10000.0,20,140.5541110740829,142.85626737109627,31.94363248536564,73.69531989703394,207.41290225113187,201.46039816764247,541.2409836063183,0.0,0.23060171800183332,0.49090865323978505,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
8,256,0.1,20,1.7058297876156228,3.9604938075913405,0.885593337824121,-0.14773837087400588,3.5593979461052516,0.9999957496472464,0.9999151018702992,1.0,0.044493156377868354,0.0990099009900991,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
8,256,1.0,20,1.6982984766129434,3.962556601445738,0.8860545925523211,-0.1562350991180177,3.5528320523439048,0.986590367215797,0.7802549570203418,1.0,0.2506930521581907,0.4963724520753078,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
8,256,10.0,20,1.4603162132483565,4.024450344547472,0.8998944542480598,-0.42318452592146993,3.343816952418183,0.624539598116365,0.2080955927365565,1.0,0.23001144181988073,0.4972780728306132,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
8,256,50.0,20,1.037812737565114,4.102494596276001,0.9173456794598693,-0.8822138357519265,2.9578393108821546,0.1512788877912113,0.04183765249744238,1.0,0.2617115367964958,0.49933518870138727,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
8,256,100.0,20,0.9621643817169792,4.08198757361013,0.9127601697901676,-0.9482646095596536,2.872593372993612,0.09929838621995841,0.028667141538793194,1.0,0.2425779252332895,0.4964783904521539,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
8,256,200.0,20,1.0379180969051032,3.636709741099417,0.8131930195533957,-0.6641144538970802,2.7399506477072864,0.3677673006513004,1.8001995046746717,0.0,0.2470507869008356,0.49390912963048095,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
8,256,500.0,20,3.064978317328561,3.005964715970545,0.6721541442875987,1.6581435250643841,4.4718131095927385,4.990304541920396,17.75331641626672,0.0,0.241082943504979,0.49906720776611735,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
8,256,1000.0,20,5.036299100875753,2.9178860261436386,0.6524591505053904,3.6706864043491594,6.401911797402346,7.775847200494843,23.82114028715768,0.0,0.24033032074460312,0.4988774413390331,"Student t, two-sided 95% for the mean",spectral_filter_equivalent
