problem,matrix_role,eigenvalue_index,eigenvalue,tau,tau_lambda,nearest_integer,grid_distance,aliased
harmonic_oscillator,physical_hermitian_99x99,22,-0.14504574077144938,3966.6280166708093,-575.3424990428026,-575,0.3424990428026149,False
harmonic_oscillator,physical_hermitian_99x99,23,-0.14319929666336767,3966.6280166708093,-568.018342112469,-568,0.01834211246898576,False
harmonic_oscillator,physical_hermitian_99x99,24,-0.14129002446231245,3966.6280166708093,-560.4449695083126,-560,0.4449695083126244,False
harmonic_oscillator,physical_hermitian_99x99,25,-0.13931980838943686,3966.6280166708093,-552.6298552347491,-553,0.3701447652508705,False
harmonic_oscillator,physical_hermitian_99x99,26,-0.1372905928101379,3966.6280166708093,-544.580711866037,-545,0.4192881339630503,False
harmonic_oscillator,physical_hermitian_99x99,27,-0.135204380315202,3966.6280166708093,-536.3054829348955,-536,0.30548293489550815,False
harmonic_oscillator,physical_hermitian_99x99,28,-0.13306322974449022,3966.6280166708093,-527.8123350931995,-528,0.1876649068004781,False
harmonic_oscillator,physical_hermitian_99x99,29,-0.13086925415511155,3966.6280166708093,-519.1096500524782,-519,0.10965005247817317,False
harmonic_oscillator,physical_hermitian_99x99,30,-0.12862461873609096,3966.6280166708093,-510.2060163121795,-510,0.2060163121794858,False
harmonic_oscillator,physical_hermitian_99x99,31,-0.12633153867158886,3966.6280166708093,-501.1102206838562,-501,0.11022068385619832,False
harmonic_oscillator,physical_hermitian_99x99,32,-0.12399227695478199,3966.6280166708093,-491.8312396196446,-492,0.1687603803554225,False
harmonic_oscillator,physical_hermitian_99x99,33,-0.12160914215456232,3966.6280166708093,-482.3782303535901,-482,0.3782303535900837,False
harmonic_oscillator,physical_hermitian_99x99,34,-0.11918448613725836,3966.6280166708093,-472.7605218645627,-473,0.23947813543730945,False
harmonic_oscillator,physical_hermitian_99x99,35,-0.11672070174562689,3966.6280166708093,-462.98760566968105,-463,0.012394330318954871,False
harmonic_oscillator,physical_hermitian_99x99,36,-0.11422022043740614,3966.6280166708093,-453.0691264573309,-453,0.06912645733092404,False
harmonic_oscillator,physical_hermitian_99x99,37,-0.11168550988576066,3966.6280166708093,-443.0148725690229,-443,0.014872569022884363,False
harmonic_oscillator,physical_hermitian_99x99,38,-0.10911907154398547,3966.6280166708093,-432.8347663394792,-433,0.165233660520812,False
harmonic_oscillator,physical_hermitian_99x99,39,-0.10652343817687411,3966.6280166708093,-422.53885430448975,-423,0.461145695510254,False
harmonic_oscillator,physical_hermitian_99x99,40,-0.1039011713611853,3966.6280166708093,-412.13729728619234,-412,0.13729728619233583,False
harmonic_oscillator,physical_hermitian_99x99,41,-0.10125485895767605,3966.6280166708093,-401.6403603655691,-402,0.3596396344308914,False
harmonic_oscillator,physical_hermitian_99x99,42,-0.09858711255719539,3966.6280166708093,-391.0584027520498,-391,0.058402752049801165,False
harmonic_oscillator,physical_hermitian_99x99,43,-0.09590056490335974,3966.6280166708093,-380.40186756022405,-380,0.4018675602240478,False
harmonic_oscillator,physical_hermitian_99x99,44,-0.09319786729435257,3966.6280166708093,-369.68127150374704,-370,0.31872849625295885,False
harmonic_oscillator,physical_hermitian_99x99,45,-0.09048168696641334,3966.6280166708093,-358.9071945166132,-359,0.09280548338682593,False
harmonic_oscillator,physical_hermitian_99x99,46,-0.08775470446159726,3966.6280166708093,-348.0902693120386,-348,0.09026931203857202,False
harmonic_oscillator,physical_hermitian_99x99,47,-0.08501961098240417,3966.6280166708093,-337.2411708892576,-337,0.241170889257603,False
harmonic_oscillator,physical_hermitian_99x99,48,-0.08227910573588586,3966.6280166708093,-326.3706059985847,-326,0.3706059985847219,False
harmonic_oscillator,physical_hermitian_99x99,49,-0.07953589326985577,3966.6280166708093,-315.48930257514917,-315,0.48930257514916775,False
harmonic_oscillator,physical_hermitian_99x99,50,-0.07679268080382558,3966.6280166708093,-304.60799915171316,-305,0.3920008482868411,False
harmonic_oscillator,physical_hermitian_99x99,51,-0.07405217555730736,3966.6280166708093,-293.7374342610407,-294,0.26256573895932434,False
harmonic_oscillator,physical_hermitian_99x99,52,-0.07131708207811421,3966.6280166708093,-282.8883358382595,-283,0.11166416174052074,False
harmonic_oscillator,physical_hermitian_99x99,53,-0.06859009957329813,3966.6280166708093,-272.0714106336849,-272,0.07141063368487721,False
harmonic_oscillator,physical_hermitian_99x99,54,-0.06587391924535888,3966.6280166708093,-261.29733364655095,-261,0.2973336465509533,False
harmonic_oscillator,physical_hermitian_99x99,55,-0.06317122163635172,3966.6280166708093,-250.57673759007395,-251,0.42326240992605335,False
harmonic_oscillator,physical_hermitian_99x99,56,-0.06048467398251607,3966.6280166708093,-239.92020239824822,-240,0.0797976017517783,False
harmonic_oscillator,physical_hermitian_99x99,57,-0.057816927582035445,3966.6280166708093,-229.33824478472906,-229,0.3382447847290564,False
harmonic_oscillator,physical_hermitian_99x99,58,-0.05517061517852616,3966.6280166708093,-218.84130786410566,-219,0.1586921358943414,False
harmonic_oscillator,physical_hermitian_99x99,59,-0.05254834836283738,3966.6280166708093,-208.43975084580842,-208,0.43975084580841894,False
harmonic_oscillator,physical_hermitian_99x99,60,-0.04995271499572604,3966.6280166708093,-198.14383881081898,-198,0.14383881081897698,False
harmonic_oscillator,physical_hermitian_99x99,61,-0.04738627665395084,3966.6280166708093,-187.9637325812753,-188,0.03626741872469097,False
harmonic_oscillator,physical_hermitian_99x99,62,-0.04485156610230537,3966.6280166708093,-177.90947869296724,-178,0.09052130703275907,False
harmonic_oscillator,physical_hermitian_99x99,63,-0.042351084794084635,3966.6280166708093,-167.9909994806172,-168,0.009000519382794891,False
harmonic_oscillator,physical_hermitian_99x99,64,-0.03988730040245315,3966.6280166708093,-158.2180832857355,-158,0.21808328573550284,False
harmonic_oscillator,physical_hermitian_99x99,65,-0.0374626443851492,3966.6280166708093,-148.6003747967082,-149,0.39962520329180506,False
harmonic_oscillator,physical_hermitian_99x99,66,-0.03507950958492953,3966.6280166708093,-139.14736553065367,-139,0.14736553065367275,False
harmonic_oscillator,physical_hermitian_99x99,67,-0.03274024786812263,3966.6280166708093,-129.86838446644197,-130,0.13161553355803335,False
harmonic_oscillator,physical_hermitian_99x99,68,-0.03044716780362054,3966.6280166708093,-120.77258883811866,-121,0.22741116188133503,False
harmonic_oscillator,physical_hermitian_99x99,69,-0.028202532384599955,3966.6280166708093,-111.86895509781999,-112,0.1310449021800082,False
harmonic_oscillator,physical_hermitian_99x99,70,-0.026008556795221374,3966.6280166708093,-103.16627005709906,-103,0.16627005709905518,False
harmonic_oscillator,physical_hermitian_99x99,71,-0.02386740622450956,3966.6280166708093,-94.67312221540288,-95,0.3268777845971158,False
harmonic_oscillator,physical_hermitian_99x99,72,-0.02178119372957364,3966.6280166708093,-86.39789328426134,-86,0.3978932842613432,False
harmonic_oscillator,physical_hermitian_99x99,73,-0.019751978150274564,3966.6280166708093,-78.34874991554875,-78,0.34874991554875123,False
harmonic_oscillator,physical_hermitian_99x99,74,-0.01778176207739907,3966.6280166708093,-70.53363564198568,-71,0.4663643580143173,False
harmonic_oscillator,physical_hermitian_99x99,75,-0.015872489876343827,3966.6280166708093,-62.960263037829215,-63,0.03973696217078526,False
harmonic_oscillator,physical_hermitian_99x99,76,-0.014026045768262174,3966.6280166708093,-55.636106107495785,-56,0.36389389250421544,False
harmonic_oscillator,physical_hermitian_99x99,77,-0.012244251970564834,3966.6280166708093,-48.56839290961924,-49,0.4316070903807585,False
harmonic_oscillator,physical_hermitian_99x99,78,-0.010528866898611638,3966.6280166708093,-41.764098423830816,-42,0.2359015761691836,False
harmonic_oscillator,physical_hermitian_99x99,79,-0.008881583430367579,3966.6280166708093,-35.229937667295275,-35,0.22993766729527465,False
harmonic_oscillator,physical_hermitian_99x99,80,-0.007304027235736894,3966.6280166708093,-28.97235906780061,-29,0.027640932199389567,False
harmonic_oscillator,physical_hermitian_99x99,81,-0.005797755172222922,3966.6280166708093,-22.997538099937533,-23,0.0024619000624674925,False
harmonic_oscillator,physical_hermitian_99x99,82,-0.004364253748498155,3966.6280166708093,-17.311371190653382,-17,0.31137119065338226,False
harmonic_oscillator,physical_hermitian_99x99,83,-0.003004937657398884,3966.6280166708093,-11.919469900187563,-12,0.08053009981243697,False
harmonic_oscillator,physical_hermitian_99x99,84,-0.0017211483797948287,3966.6280166708093,-6.827155384141738,-7,0.17284461585826172,False
harmonic_oscillator,physical_hermitian_99x99,85,-0.0005141528607092696,3966.6280166708093,-2.039453142140833,-2,0.03945314214083284,False
harmonic_oscillator,physical_hermitian_99x99,86,0.0006148577410027286,3966.6280166708093,2.4389119417283474,2,0.43891194172834735,False
harmonic_oscillator,physical_hermitian_99x99,87,0.0016647692281844771,3966.6280166708093,6.6035202618079865,7,0.39647973819201354,False
harmonic_oscillator,physical_hermitian_99x99,88,0.0026345454649554733,3966.6280166708093,10.450261852485404,10,0.4502618524854043,False
harmonic_oscillator,physical_hermitian_99x99,89,0.003523229399252525,3966.6280166708093,13.97534044423333,14,0.024659555766669783,False
harmonic_oscillator,physical_hermitian_99x99,90,0.004329944007324533,3966.6280166708093,17.175277210069368,17,0.17527721006936758,False
harmonic_oscillator,physical_hermitian_99x99,91,0.005053893159249187,3966.6280166708093,20.046914198738772,20,0.04691419873877223,False
harmonic_oscillator,physical_hermitian_99x99,92,0.005694362404617033,3966.6280166708093,22.587417451230884,23,0.41258254876911593,False
harmonic_oscillator,physical_hermitian_99x99,93,0.006250719677607677,3966.6280166708093,24.79427979755414,25,0.20572020244586042,False
harmonic_oscillator,physical_hermitian_99x99,94,0.006722415920762407,3966.6280166708093,26.665323331010057,27,0.3346766689899425,False
harmonic_oscillator,physical_hermitian_99x99,95,0.00710898562683791,3966.6280166708093,28.198701557525347,28,0.19870155752534657,False
harmonic_oscillator,physical_hermitian_99x99,96,0.0074100472982053245,3966.6280166708093,29.392901217917075,29,0.3929012179170748,False
harmonic_oscillator,physical_hermitian_99x99,97,0.007625303823342717,3966.6280166708093,30.24674378129826,30,0.24674378129826025,False
harmonic_oscillator,physical_hermitian_99x99,98,0.007754542770047978,3966.6280166708093,30.759386608144375,31,0.24061339185562503,False
damped_oscillator,hermitian_embedding_198x198,0,-0.16680686286454724,8892.098602882095,-1483.2630722289857,-1483,0.26307222898572036,False
damped_oscillator,hermitian_embedding_198x198,1,-0.16667768069725916,8892.098602882095,-1482.1143716597262,-1482,0.11437165972620278,False
damped_oscillator,hermitian_embedding_198x198,2,-0.16646251874816598,8892.098602882095,-1480.2011303928014,-1480,0.20113039280136036,False
damped_oscillator,hermitian_embedding_198x198,3,-0.16616158936507616,8892.098602882095,-1477.5252366458622,-1478,0.4747633541378491,False
damped_oscillator,hermitian_embedding_198x198,4,-0.1657751895415253,8892.098602882095,-1474.0893313147114,-1474,0.08933131471144407,False
damped_oscillator,hermitian_embedding_198x198,5,-0.16530370062372945,8892.098602882095,-1469.8968053675048,-1470,0.10319463249516048,False
damped_oscillator,hermitian_embedding_198x198,6,-0.16474758793430522,8892.098602882095,-1464.9517964988306,-1465,0.048203501169382434,False
damped_oscillator,hermitian_embedding_198x198,7,-0.16410740031313223,8892.098602882095,-1459.2591850470158,-1459,0.2591850470157624,False
damped_oscillator,hermitian_embedding_198x198,8,-0.16338376957580802,8892.098602882095,-1452.8245891786528,-1453,0.17541082134721364,False
damped_oscillator,hermitian_embedding_198x198,9,-0.16257740989023453,8892.098602882095,-1445.6543593451443,-1446,0.34564065485574247,False
damped_oscillator,hermitian_embedding_198x198,10,-0.1616891170719478,8892.098602882095,-1437.7555720167065,-1438,0.2444279832934626,False
damped_oscillator,hermitian_embedding_198x198,11,-0.16071976779889208,8892.098602882095,-1429.136022700063,-1429,0.13602270006299477,False
damped_oscillator,hermitian_embedding_198x198,12,-0.1596703187464102,8892.098602882095,-1419.804218246693,-1420,0.1957817533070738,False
damped_oscillator,hermitian_embedding_198x198,13,-0.15854180564330783,8892.098602882095,-1409.7693684592623,-1410,0.2306315407377042,False
damped_oscillator,hermitian_embedding_198x198,14,-0.15733534224992432,8892.098602882095,-1399.0413770045284,-1399,0.04137700452838544,False
damped_oscillator,hermitian_embedding_198x198,15,-0.15605211925921936,8892.098602882095,-1387.6308316416946,-1388,0.3691683583053873,False
damped_oscillator,hermitian_embedding_198x198,16,-0.15469340312196309,8892.098602882095,-1375.5489937758848,-1376,0.45100622411519,False
damped_oscillator,hermitian_embedding_198x198,17,-0.15326053479719118,8892.098602882095,-1362.8077873470663,-1363,0.1922126529336765,False
damped_oscillator,hermitian_embedding_198x198,18,-0.15175492842916,8892.098602882095,-1349.419787065406,-1349,0.41978706540589883,False
damped_oscillator,hermitian_embedding_198x198,19,-0.15017806995211072,8892.098602882095,-1335.3982060046933,-1335,0.3982060046932929,False
damped_oscillator,hermitian_embedding_198x198,20,-0.14853151562422345,8892.098602882095,-1320.7568825661174,-1321,0.24311743388261675,False
damped_oscillator,hermitian_embedding_198x198,21,-0.1468168904922106,8892.098602882095,-1305.5102668252796,-1306,0.48973317472041344,False
damped_oscillator,hermitian_embedding_198x198,22,-0.1450358867880701,8892.098602882095,-1289.673406275964,-1290,0.32659372403600173,False
damped_oscillator,hermitian_embedding_198x198,23,-0.1431902622595847,8892.098602882095,-1273.261930984774,-1273,0.26193098477392596,False
damped_oscillator,hermitian_embedding_198x198,24,-0.14128183843622105,8892.098602882095,-1256.2920381713352,-1256,0.29203817133520715,False
damped_oscillator,hermitian_embedding_198x198,25,-0.13931249883214603,8892.098602882095,-1238.7804762293392,-1239,0.21952377066077133,False
damped_oscillator,hermitian_embedding_198x198,26,-0.1372841870881401,8892.098602882095,-1220.744528204255,-1221,0.2554717957450521,False
damped_oscillator,hermitian_embedding_198x198,27,-0.13519890505425047,8892.098602882095,-1202.2019947440897,-1202,0.20199474408968854,False
damped_oscillator,hermitian_embedding_198x198,28,-0.13305871081508494,8892.098602882095,-1183.1711765401096,-1183,0.17117654010962724,False
damped_oscillator,hermitian_embedding_198x198,29,-0.13086571665970553,8892.098602882095,-1163.6708562749318,-1164,0.32914372506820655,False
damped_oscillator,hermitian_embedding_198x198,30,-0.12862208699813835,8892.098602882095,-1143.7202800959253,-1144,0.27971990407468184,False
damped_oscillator,hermitian_embedding_198x198,31,-0.12633003622656802,8892.098602882095,-1123.33913863231,-1123,0.339138632310096,False
damped_oscillator,hermitian_embedding_198x198,32,-0.12399182654334161,8892.098602882095,-1102.547547574847,-1103,0.45245242515306927,False
damped_oscillator,hermitian_embedding_198x198,33,-0.12160976571795407,8892.098602882095,-1081.3660278374382,-1081,0.366027837438196,False
damped_oscillator,hermitian_embedding_198x198,34,-0.11918620481523871,8892.098602882095,-1059.8154853204035,-1060,0.184514679596532,False
damped_oscillator,hermitian_embedding_198x198,35,-0.11672353587703425,8892.098602882095,-1037.9171902956343,-1038,0.08280970436567259,False
damped_oscillator,hermitian_embedding_198x198,36,-0.11422418956364284,8892.098602882095,-1015.6927564342081,-1016,0.3072435657918504,False
damped_oscillator,hermitian_embedding_198x198,37,-0.11169063275744318,8892.098602882095,-993.1641194974776,-993,0.1641194974775999,False
damped_oscillator,hermitian_embedding_198x198,38,-0.10912536613105964,8892.098602882095,-970.3535157129925,-970,0.35351571299247553,False
damped_oscillator,hermitian_embedding_198x198,39,-0.10653092168253593,8892.098602882095,-947.2834598570197,-947,0.2834598570196931,False
damped_oscillator,hermitian_embedding_198x198,40,-0.10390986023999742,8892.098602882095,-923.9767230657549,-924,0.023276934245131997,False
damped_oscillator,hermitian_embedding_198x198,41,-0.10126476893833053,8892.098602882095,-900.456310397707,-900,0.45631039770705684,False
damped_oscillator,hermitian_embedding_198x198,42,-0.09859825867044326,8892.098602882095,-876.745438170056,-877,0.25456182994400933,False
damped_oscillator,hermitian_embedding_198x198,43,-0.095912961515713,8892.098602882095,-852.8675110921558,-853,0.1324889078441629,False
damped_oscillator,hermitian_embedding_198x198,44,-0.09321152814826596,8892.098602882095,-828.8460992197008,-829,0.15390078029918186,False
damped_oscillator,hermitian_embedding_198x198,45,-0.09049662522777475,8892.098602882095,-804.7049147534404,-805,0.2950852465595517,False
damped_oscillator,hermitian_embedding_198x198,46,-0.08777093277550341,8892.098602882095,-780.4677887067121,-780,0.46778870671209916,False
damped_oscillator,hermitian_embedding_198x198,47,-0.08503714153837616,8892.098602882095,-756.1586474664816,-756,0.1586474664816251,False
damped_oscillator,hermitian_embedding_198x198,48,-0.0822979503438982,8892.098602882095,-731.8014892730372,-732,0.1985107269628088,False
damped_oscillator,hermitian_embedding_198x198,49,-0.07955606344881556,8892.098602882095,-707.4203606440122,-707,0.4203606440122485,False
damped_oscillator,hermitian_embedding_198x198,50,-0.07681418788446992,8892.098602882095,-683.0393327690177,-683,0.03933276901773297,False
damped_oscillator,hermitian_embedding_198x198,51,-0.07407503080188696,8892.098602882095,-658.6824779019072,-659,0.31752209809280885,False
damped_oscillator,hermitian_embedding_198x198,52,-0.07134129681973692,8892.098602882095,-634.3738457785795,-634,0.3738457785794935,False
damped_oscillator,hermitian_embedding_198x198,53,-0.06861568537843271,8892.098602882095,-610.137440089359,-610,0.1374400893589609,False
damped_oscillator,hermitian_embedding_198x198,54,-0.06590088810378875,8892.098602882095,-585.9971950363893,-586,0.0028049636107425613,False
damped_oscillator,hermitian_embedding_198x198,55,-0.06319958618387161,8892.098602882095,-561.9769520083314,-562,0.02304799166859084,False
damped_oscillator,hermitian_embedding_198x198,56,-0.0605144477629372,8892.098602882095,-538.1004364069954,-538,0.10043640699541356,False
damped_oscillator,hermitian_embedding_198x198,57,-0.05784812535670524,8892.098602882095,-514.391234663707,-514,0.3912346637069959,False
damped_oscillator,hermitian_embedding_198x198,58,-0.055203253293696075,8892.098602882095,-490.8727714874213,-491,0.1272285125787107,False
damped_oscillator,hermitian_embedding_198x198,59,-0.052582445187980796,8892.098602882095,-467.5682873921684,-468,0.4317126078316278,False
damped_oscillator,hermitian_embedding_198x198,60,-0.04998829144957465,8892.098602882095,-444.50081655922577,-445,0.4991834407742317,False
damped_oscillator,hermitian_embedding_198x198,61,-0.04742335683988872,8892.098602882095,-421.69316509995355,-422,0.30683490004645364,False
damped_oscillator,hermitian_embedding_198x198,62,-0.044890178081326976,8892.098602882095,-399.1678898000961,-399,0.16788980009607712,False
damped_oscillator,hermitian_embedding_198x198,63,-0.04239126153246646,8892.098602882095,-376.9472774472545,-377,0.05272255274547888,False
damped_oscillator,hermitian_embedding_198x198,64,-0.03992908094362539,8892.098602882095,-355.0533248731774,-355,0.05332487317741652,False
damped_oscillator,hermitian_embedding_198x198,65,-0.03750607531252026,8892.098602882095,-333.50771988605203,-334,0.4922801139479702,False
damped_oscillator,hermitian_embedding_198x198,66,-0.0351246468669316,8892.098602882095,-312.33182333216945,-312,0.33182333216944926,False
damped_oscillator,hermitian_embedding_198x198,67,-0.03278715921215873,8892.098602882095,-291.54665262290945,-292,0.4533473770905516,False
damped_oscillator,hermitian_embedding_198x198,68,-0.030495935697695983,8892.098602882095,-271.17286721106467,-271,0.17286721106466985,False
damped_oscillator,hermitian_embedding_198x198,69,-0.02825325808367606,8892.098602882095,-251.23075673272314,-251,0.2307567327231368,False
damped_oscillator,hermitian_embedding_198x198,70,-0.026061365629640527,8892.098602882095,-231.74023290452598,-232,0.2597670954740181,False
damped_oscillator,hermitian_embedding_198x198,71,-0.02392245479777443,8892.098602882095,-212.7208268848001,-213,0.27917311519991017,False
damped_oscillator,hermitian_embedding_198x198,72,-0.02183867988190779,8892.098602882095,-194.19169486670157,-194,0.19169486670156743,False
damped_oscillator,hermitian_embedding_198x198,73,-0.01981215508598229,8892.098602882095,-176.1716365601465,-176,0.17163656014650996,False
damped_oscillator,hermitian_embedding_198x198,74,-0.01784495897297839,8892.098602882095,-158.67913475210946,-159,0.32086524789053783,False
damped_oscillator,hermitian_embedding_198x198,75,-0.015939142995370532,8892.098602882095,-141.73243116027226,-142,0.26756883972774403,False
damped_oscillator,hermitian_embedding_198x198,76,-0.014096747523949677,8892.098602882095,-125.34966896289455,-125,0.3496689628945546,False
damped_oscillator,hermitian_embedding_198x198,77,-0.01231983295041859,8892.098602882095,-109.54916936615795,-110,0.45083063384204536,False
damped_oscillator,hermitian_embedding_198x198,78,-0.010610545923505127,8892.098602882095,-94.35002058221626,-94,0.35002058221625987,False
damped_oscillator,hermitian_embedding_198x198,79,-0.008971299990625622,8892.098602882095,-79.77368411267824,-80,0.22631588732176056,False
damped_oscillator,hermitian_embedding_198x198,80,-0.007753933286518659,8892.098602882095,-68.94873934389354,-69,0.05126065610646435,False
damped_oscillator,hermitian_embedding_198x198,81,-0.00762599271022727,8892.098602882095,-67.81107912420096,-68,0.1889208757990417,False
damped_oscillator,hermitian_embedding_198x198,82,-0.00741202859294608,8892.098602882095,-65.90848909585797,-66,0.09151090414202656,False
damped_oscillator,hermitian_embedding_198x198,83,-0.007405587808582987,8892.098602882095,-65.85121700622146,-66,0.1487829937785392,False
damped_oscillator,hermitian_embedding_198x198,84,-0.007112265541793839,8892.098602882095,-63.24296648751147,-63,0.24296648751146677,False
damped_oscillator,hermitian_embedding_198x198,85,-0.006730822051990803,8892.098602882095,-59.85113336475542,-60,0.14886663524458044,False
damped_oscillator,hermitian_embedding_198x198,86,-0.006262965118582868,8892.098602882095,-55.69090338085002,-56,0.3090966191499831,False
damped_oscillator,hermitian_embedding_198x198,87,-0.005919532658663041,8892.098602882095,-52.63706808381256,-53,0.362931916187442,False
damped_oscillator,hermitian_embedding_198x198,88,-0.0057065051353968905,8892.098602882095,-50.74280634180219,-51,0.2571936581978065,False
damped_oscillator,hermitian_embedding_198x198,89,-0.005085712984979281,8892.098602882095,-45.2226613283936,-45,0.22266132839359898,False
damped_oscillator,hermitian_embedding_198x198,90,-0.004500984691427278,8892.098602882095,-40.02319968623419,-40,0.023199686234192995,False
damped_oscillator,hermitian_embedding_198x198,91,-0.00437271783519916,8892.098602882095,-38.88263815317207,-39,0.11736184682793294,False
damped_oscillator,hermitian_embedding_198x198,92,-0.0035827969335222214,8892.098602882095,-31.8585836069832,-32,0.14141639301680087,False
damped_oscillator,hermitian_embedding_198x198,93,-0.0031970662696124037,8892.098602882095,-28.428628509341927,-28,0.42862850934192664,False
damped_oscillator,hermitian_embedding_198x198,94,-0.0027133610218811736,8892.098602882095,-24.12747375178432,-24,0.12747375178431852,False
damped_oscillator,hermitian_embedding_198x198,95,-0.00207177808131731,8892.098602882095,-18.422454982363398,-18,0.42245498236339785,False
damped_oscillator,hermitian_embedding_198x198,96,-0.001737144701076409,8892.098602882095,-15.446861969445573,-15,0.4468619694455729,False
damped_oscillator,hermitian_embedding_198x198,97,-0.0012410579768479884,8892.098602882095,-11.035609902025678,-11,0.03560990202567815,False
damped_oscillator,hermitian_embedding_198x198,98,-0.00015180971786860094,8892.098602882095,-1.3499069801633115,-1,0.34990698016331145,False
damped_oscillator,hermitian_embedding_198x198,99,0.00015180971786846894,8892.098602882095,1.3499069801621377,1,0.3499069801621377,False
damped_oscillator,hermitian_embedding_198x198,100,0.001241057976847981,8892.098602882095,11.035609902025612,11,0.03560990202561243,False
damped_oscillator,hermitian_embedding_198x198,101,0.001737144701076444,8892.098602882095,15.446861969445882,15,0.44686196944588197,False
damped_oscillator,hermitian_embedding_198x198,102,0.002071778081317289,8892.098602882095,18.422454982363213,18,0.4224549823632131,False
damped_oscillator,hermitian_embedding_198x198,103,0.0027133610218812,8892.098602882095,24.127473751784553,24,0.127473751784553,False
damped_oscillator,hermitian_embedding_198x198,104,0.003197066269612358,8892.098602882095,28.42862850934152,28,0.42862850934152164,False
damped_oscillator,hermitian_embedding_198x198,105,0.0035827969335221776,8892.098602882095,31.858583606982812,32,0.1414163930171881,False
damped_oscillator,hermitian_embedding_198x198,106,0.004372717835199136,8892.098602882095,38.88263815317186,39,0.117361846828139,False
damped_oscillator,hermitian_embedding_198x198,107,0.004500984691427213,8892.098602882095,40.02319968623362,40,0.023199686233617456,False
damped_oscillator,hermitian_embedding_198x198,108,0.005085712984979153,8892.098602882095,45.222661328392455,45,0.222661328392455,False
damped_oscillator,hermitian_embedding_198x198,109,0.005706505135396679,8892.098602882095,50.74280634180031,51,0.2571936581996894,False
damped_oscillator,hermitian_embedding_198x198,110,0.0059195326586630416,8892.098602882095,52.637068083812565,53,0.3629319161874349,False
damped_oscillator,hermitian_embedding_198x198,111,0.006262965118582854,8892.098602882095,55.690903380849896,56,0.3090966191501039,False
damped_oscillator,hermitian_embedding_198x198,112,0.006730822051990746,8892.098602882095,59.85113336475491,60,0.14886663524509203,False
damped_oscillator,hermitian_embedding_198x198,113,0.007112265541793849,8892.098602882095,63.24296648751155,63,0.24296648751155203,False
damped_oscillator,hermitian_embedding_198x198,114,0.007405587808582972,8892.098602882095,65.85121700622132,66,0.14878299377868132,False
damped_oscillator,hermitian_embedding_198x198,115,0.007412028592946257,8892.098602882095,65.90848909585955,66,0.09151090414044916,False
damped_oscillator,hermitian_embedding_198x198,116,0.007625992710227249,8892.098602882095,67.81107912420076,68,0.18892087579924066,False
damped_oscillator,hermitian_embedding_198x198,117,0.0077539332865186675,8892.098602882095,68.94873934389362,69,0.05126065610637909,False
damped_oscillator,hermitian_embedding_198x198,118,0.008971299990625646,8892.098602882095,79.77368411267847,80,0.22631588732153318,False
damped_oscillator,hermitian_embedding_198x198,119,0.010610545923505079,8892.098602882095,94.35002058221582,94,0.35002058221581933,False
damped_oscillator,hermitian_embedding_198x198,120,0.01231983295041859,8892.098602882095,109.54916936615795,110,0.45083063384204536,False
damped_oscillator,hermitian_embedding_198x198,121,0.014096747523949718,8892.098602882095,125.34966896289492,125,0.3496689628949241,False
damped_oscillator,hermitian_embedding_198x198,122,0.015939142995370508,8892.098602882095,141.73243116027203,142,0.2675688397279714,False
damped_oscillator,hermitian_embedding_198x198,123,0.017844958972978414,8892.098602882095,158.67913475210966,159,0.3208652478903389,False
damped_oscillator,hermitian_embedding_198x198,124,0.019812155085982237,8892.098602882095,176.17163656014606,176,0.17163656014605522,False
damped_oscillator,hermitian_embedding_198x198,125,0.021838679881907765,8892.098602882095,194.19169486670137,194,0.19169486670136848,False
damped_oscillator,hermitian_embedding_198x198,126,0.02392245479777441,8892.098602882095,212.7208268847999,213,0.2791731152001091,False
damped_oscillator,hermitian_embedding_198x198,127,0.026061365629640502,8892.098602882095,231.74023290452578,232,0.25976709547421706,False
damped_oscillator,hermitian_embedding_198x198,128,0.028253258083676125,8892.098602882095,251.23075673272373,251,0.23075673272373365,False
damped_oscillator,hermitian_embedding_198x198,129,0.03049593569769589,8892.098602882095,271.1728672110638,271,0.1728672110638172,False
damped_oscillator,hermitian_embedding_198x198,130,0.0327871592121587,8892.098602882095,291.54665262290916,292,0.45334737709083583,False
damped_oscillator,hermitian_embedding_198x198,131,0.03512464686693157,8892.098602882095,312.33182333216917,312,0.33182333216916504,False
damped_oscillator,hermitian_embedding_198x198,132,0.03750607531252033,8892.098602882095,333.50771988605266,334,0.49228011394734494,False
damped_oscillator,hermitian_embedding_198x198,133,0.03992908094362539,8892.098602882095,355.0533248731774,355,0.05332487317741652,False
damped_oscillator,hermitian_embedding_198x198,134,0.04239126153246638,8892.098602882095,376.94727744725384,377,0.052722552746161,False
damped_oscillator,hermitian_embedding_198x198,135,0.044890178081327045,8892.098602882095,399.1678898000967,399,0.1678898000967024,False
damped_oscillator,hermitian_embedding_198x198,136,0.04742335683988875,8892.098602882095,421.6931650999538,422,0.30683490004622627,False
damped_oscillator,hermitian_embedding_198x198,137,0.04998829144957469,8892.098602882095,444.50081655922605,445,0.4991834407739475,False
damped_oscillator,hermitian_embedding_198x198,138,0.05258244518798083,8892.098602882095,467.5682873921687,468,0.43171260783128673,False
damped_oscillator,hermitian_embedding_198x198,139,0.05520325329369612,8892.098602882095,490.8727714874217,491,0.1272285125783128,False
